score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
4,Mudah diakses dari Kota Pekalongan hanya berjarak 10 km dari hotel. Area parkir luas bisa menampung banyak Bis tapi akses pintu keluarnya saat kami berkunjung masih belum layak.  Biaya parkir 10rb untuk kendaraan kecil. Biaya tiket 60rb per ,mudah diakses dari kota pekalongan hanya berjarak 10 km dari hotel area parkir luas bisa menampung banyak bis tapi akses pintu keluarnya saat kami berkunjung masih belum layak  biaya parkir 10rb untuk kendaraan kecil biaya tiket 60rb per ,mudah diakses kota pekalongan berjarak 10 km hotel area parkir luas menampung bis akses pintu keluarnya berkunjung layak biaya parkir 10rb kendaraan biaya tiket 60rb,"['mudah', 'diakses', 'kota', 'pekalongan', 'berjarak', '10', 'km', 'hotel', 'area', 'parkir', 'luas', 'menampung', 'bis', 'akses', 'pintu', 'keluarnya', 'berkunjung', 'layak', 'biaya', 'parkir', '10rb', 'kendaraan', 'biaya', 'tiket', '60rb']",mudah akses kota kalong jarak 10 km hotel area parkir luas tampung bis akses pintu keluar kunjung layak biaya parkir 10rb kendara biaya tiket 60rb
5,"Bersih, di bagian Loket Ramah... Crew nya HelpFull???? ",bersih di bagian loket ramah crew nya helpfull ,bersih loket ramah crew nya helpfull,"['bersih', 'loket', 'ramah', 'crew', 'nya', 'helpfull']",bersih loket ramah crew nya helpfull
4,bagus,bagus,bagus,['bagus'],bagus
5,"Not bad, tp Masi perlu beberapa perbaikan",not bad tp masi perlu beberapa perbaikan,not bad tp masi perbaikan,"['not', 'bad', 'tp', 'masi', 'perbaikan']",not bad tp mas baik
5,"Dampjngi anak usia paud wisata kesini, cukup bagus tapi kurang bersih",dampjngi anak usia paud wisata kesini cukup bagus tapi kurang bersih,dampjngi anak usia paud wisata kesini bagus bersih,"['dampjngi', 'anak', 'usia', 'paud', 'wisata', 'kesini', 'bagus', 'bersih']",dampjngi anak usia paud wisata kesini bagus bersih
4,"Taman Safari (mini) karena areanya termasuk kecil dibanding taman safari yang lain, tapi punya suasana yang berbeda terutama karena pinggir pantai, & nilai plusnya karena pantainya sudah lumayan terkelola dengan baik.",taman safari mini karena areanya termasuk kecil dibanding taman safari yang lain tapi punya suasana yang berbeda terutama karena pinggir pantai  nilai plusnya karena pantainya sudah lumayan terkelola dengan baik,taman safari mini areanya dibanding taman safari suasana berbeda pinggir pantai nilai plusnya pantainya lumayan terkelola,"['taman', 'safari', 'mini', 'areanya', 'dibanding', 'taman', 'safari', 'suasana', 'berbeda', 'pinggir', 'pantai', 'nilai', 'plusnya', 'pantainya', 'lumayan', 'terkelola']",taman safari mini area banding taman safari suasana beda pinggir pantai nilai plus pantai lumayan kelola
5,"Ini pengalaman pertama saya ke sini yah dan baru tahu kalo ada tempat kaya gini di jawa tengah yakni kota batang, kalo kalian dari pantura arah barat berada di sebalah kiri jalan ya tepatnya lupa saya, tapi jangan khawatir di google map ",ini pengalaman pertama saya ke sini yah dan baru tahu kalo ada tempat kaya gini di jawa tengah yakni kota batang kalo kalian dari pantura arah barat berada di sebalah kiri jalan ya tepatnya lupa saya tapi jangan khawatir di google map ,pengalaman yah kalo kaya gini jawa kota batang kalo pantura arah barat sebalah kiri jalan ya tepatnya lupa khawatir google map,"['pengalaman', 'yah', 'kalo', 'kaya', 'gini', 'jawa', 'kota', 'batang', 'kalo', 'pantura', 'arah', 'barat', 'sebalah', 'kiri', 'jalan', 'ya', 'tepatnya', 'lupa', 'khawatir', 'google', 'map']",alam yah kalo kaya gin jawa kota batang kalo pantura arah barat seba kiri jalan ya tepat lupa khawatir google map
5,"Masih dalam renovasi tapi tidak apa-apa,",masih dalam renovasi tapi tidak apaapa,renovasi apaapa,"['renovasi', 'apaapa']",renovasi apaapa
5,"Betaahh banget kalo udah dtg kesini ..
Ada pertunjukan dolphin, burung² dll , mini safari
Full angin pantai , full musik , full wifi
Recommended pokoknya ?? ",betaahh banget kalo udah dtg kesini ada pertunjukan dolphin burung dll  mini safarifull angin pantai  full musik  full wifirecommended pokoknya  ,betaahh banget kalo udah dtg kesini pertunjukan dolphin burung dll mini safarifull angin pantai full musik full wifirecommended pokoknya,"['betaahh', 'banget', 'kalo', 'udah', 'dtg', 'kesini', 'pertunjukan', 'dolphin', 'burung', 'dll', 'mini', 'safarifull', 'angin', 'pantai', 'full', 'musik', 'full', 'wifirecommended', 'pokoknya']",betaahh banget kalo udah dtg kesini tunjuk dolphin burung dll mini safarifull angin pantai full musik full wifirecommended pokok
5,Penataannya sudah bagus dan nyaman utk dikunjungi,penataannya sudah bagus dan nyaman utk dikunjungi,penataannya bagus nyaman utk dikunjungi,"['penataannya', 'bagus', 'nyaman', 'utk', 'dikunjungi']",tata bagus nyaman utk kunjung
4,"Kunjungan pertama bln Desember 2022 masih proses renovasi dan jalan becek krn banjir rob
Wisata yg bagus utk keluarga khususnya anak2 utk pengenalan dg dunia binatang
Semoga kunjungan berikutnya lebih bagus dan lbh lengkap binatang2nya.",kunjungan pertama bln desember 2022 masih proses renovasi dan jalan becek krn banjir robwisata yg bagus utk keluarga khususnya anak2 utk pengenalan dg dunia binatangsemoga kunjungan berikutnya lebih bagus dan lbh lengkap binatang2nya,kunjungan bln desember 2022 proses renovasi jalan becek krn banjir robwisata yg bagus utk keluarga anak2 utk pengenalan dg dunia binatangsemoga kunjungan bagus lbh lengkap binatang2nya,"['kunjungan', 'bln', 'desember', '2022', 'proses', 'renovasi', 'jalan', 'becek', 'krn', 'banjir', 'robwisata', 'yg', 'bagus', 'utk', 'keluarga', 'anak2', 'utk', 'pengenalan', 'dg', 'dunia', 'binatangsemoga', 'kunjungan', 'bagus', 'lbh', 'lengkap', 'binatang2nya']",kunjung bln desember 2022 proses renovasi jalan becek krn banjir robwisata yg bagus utk keluarga anak2 utk kenal dg dunia binatangsemoga kunjung bagus lbh lengkap binatang2nya
4,???????????? , ,,[],
5,"Pertama datang 2022 belum bnyk pmbangunan pas habis lebaran datang ksini lagi lagi banyak pembangunan,semoga makin sukses .... Oh ya saran aja untuk stand makanan tolong dong rasa makanannya lebih diperhatiin kan mubadzir kalo banyak yg ",pertama datang 2022 belum bnyk pmbangunan pas habis lebaran datang ksini lagi lagi banyak pembangunansemoga makin sukses  oh ya saran aja untuk stand makanan tolong dong rasa makanannya lebih diperhatiin kan mubadzir kalo banyak yg ,2022 bnyk pmbangunan pas habis lebaran ksini pembangunansemoga sukses oh ya saran aja stand makanan tolong makanannya diperhatiin mubadzir kalo yg,"['2022', 'bnyk', 'pmbangunan', 'pas', 'habis', 'lebaran', 'ksini', 'pembangunansemoga', 'sukses', 'oh', 'ya', 'saran', 'aja', 'stand', 'makanan', 'tolong', 'makanannya', 'diperhatiin', 'mubadzir', 'kalo', 'yg']",2022 bnyk pmbangunan pas habis lebaran ksini pembangunansemoga sukses oh ya saran aja stand makan tolong makan diperhatiin mubadzir kalo yg
1,Kurang worth it. Pelayanan staff sangat buruk. Nanya soal penukaran voucher dari satu booth ke booth yang lain malah di lempar suruh kesana kemari. Ga jelas banget. Nanya di coffee station katanya gabisa dipake di sana bisanya cuma di ,kurang worth it pelayanan staff sangat buruk nanya soal penukaran voucher dari satu booth ke booth yang lain malah di lempar suruh kesana kemari ga jelas banget nanya di coffee station katanya gabisa dipake di sana bisanya cuma di ,worth it pelayanan staff buruk nanya penukaran voucher booth booth lempar suruh kesana kemari ga banget nanya coffee station gabisa dipake bisanya,"['worth', 'it', 'pelayanan', 'staff', 'buruk', 'nanya', 'penukaran', 'voucher', 'booth', 'booth', 'lempar', 'suruh', 'kesana', 'kemari', 'ga', 'banget', 'nanya', 'coffee', 'station', 'gabisa', 'dipake', 'bisanya']",worth it layan staff buruk nanya tukar voucher booth booth lempar suruh kesana kemari ga banget nanya coffee station gabisa dipake bisa
4,Semakin lengkap,semakin lengkap,lengkap,['lengkap'],lengkap
5,"Kebun binatang sdh lumayan lengkap, ada pertunjukan burung, lumba lumba yg paling bagus. Sdh 4 x kesini, semakin lama fasilitas pendukung makin bagus",kebun binatang sdh lumayan lengkap ada pertunjukan burung lumba lumba yg paling bagus sdh 4 x kesini semakin lama fasilitas pendukung makin bagus,kebun binatang sdh lumayan lengkap pertunjukan burung lumba lumba yg bagus sdh 4 x kesini fasilitas pendukung bagus,"['kebun', 'binatang', 'sdh', 'lumayan', 'lengkap', 'pertunjukan', 'burung', 'lumba', 'lumba', 'yg', 'bagus', 'sdh', '4', 'x', 'kesini', 'fasilitas', 'pendukung', 'bagus']",kebun binatang sdh lumayan lengkap tunjuk burung lumba lumba yg bagus sdh 4 x kesini fasilitas dukung bagus
4,"Pendapat:
Untuk sarana dan fasilitas cukup, kalo dibandingkan masih lebih baik Solo ",pendapatuntuk sarana dan fasilitas cukup kalo dibandingkan masih lebih baik solo ,pendapatuntuk sarana fasilitas kalo dibandingkan solo,"['pendapatuntuk', 'sarana', 'fasilitas', 'kalo', 'dibandingkan', 'solo']",pendapatuntuk sarana fasilitas kalo banding solo
5,Tempatnya nyaman. Sukses selalu buat Safari Beach,tempatnya nyaman sukses selalu buat safari beach,tempatnya nyaman sukses safari beach,"['tempatnya', 'nyaman', 'sukses', 'safari', 'beach']",tempat nyaman sukses safari beach
5,"Seru bgt disini sudah dalam pengelolaan Taman Safari Indonesia, lumba² & performnya keren bgt.. Anak² kesenengan banget bisa foto juga.. TOP",seru bgt disini sudah dalam pengelolaan taman safari indonesia lumba  performnya keren bgt anak kesenengan banget bisa foto juga top,seru bgt pengelolaan taman safari indonesia lumba performnya keren bgt anak kesenengan banget foto top,"['seru', 'bgt', 'pengelolaan', 'taman', 'safari', 'indonesia', 'lumba', 'performnya', 'keren', 'bgt', 'anak', 'kesenengan', 'banget', 'foto', 'top']",seru bgt kelola taman safari indonesia lumba performnya keren bgt anak neng banget foto top
4,"1. Bayar tiket masuk lebih mahal karena sepaket sama mkanannya (dapat voucher makanan atau minuman bisa ditukat di tempat penukaran).
. ",1 bayar tiket masuk lebih mahal karena sepaket sama mkanannya dapat voucher makanan atau minuman bisa ditukat di tempat penukaran ,1 bayar tiket masuk mahal sepaket mkanannya voucher makanan minuman ditukat penukaran,"['1', 'bayar', 'tiket', 'masuk', 'mahal', 'sepaket', 'mkanannya', 'voucher', 'makanan', 'minuman', 'ditukat', 'penukaran']",1 bayar tiket masuk mahal paket mkanannya voucher makan minum ditukat tukar
5,"TEMPAT NYA BAGUS , OVER ALL GOOD . TAPI, SARANA BILAS AIR BERSIH NYA KECIL AIR NGUCUR NYA ??????. ",tempat nya bagus  over all good  tapi sarana bilas air bersih nya kecil air ngucur nya  ,nya bagus over all good sarana bilas air bersih nya air ngucur nya,"['nya', 'bagus', 'over', 'all', 'good', 'sarana', 'bilas', 'air', 'bersih', 'nya', 'air', 'ngucur', 'nya']",nya bagus over all good sarana bilas air bersih nya air ngucur nya
5,Disini.... Ga boleh bawa makanan dr luar... Tp juga harus teliti ya... Soalnya beberapa makanan terbilang mahal... Saran saja ya buat pengelola tempat wisata agar di perhatikan lagi... Btw sbnr nya tempt nya enak buat rekreasi edukasi....,disini ga boleh bawa makanan dr luar tp juga harus teliti ya soalnya beberapa makanan terbilang mahal saran saja ya buat pengelola tempat wisata agar di perhatikan lagi btw sbnr nya tempt nya enak buat rekreasi edukasi,ga bawa makanan dr tp teliti ya makanan terbilang mahal saran ya pengelola wisata perhatikan btw sbnr nya tempt nya enak rekreasi edukasi,"['ga', 'bawa', 'makanan', 'dr', 'tp', 'teliti', 'ya', 'makanan', 'terbilang', 'mahal', 'saran', 'ya', 'pengelola', 'wisata', 'perhatikan', 'btw', 'sbnr', 'nya', 'tempt', 'nya', 'enak', 'rekreasi', 'edukasi']",ga bawa makan dr tp teliti ya makan bilang mahal saran ya kelola wisata perhati btw sbnr nya tempt nya enak rekreasi edukasi
4,"Menarik.. baru..
Tempat dekatcdengan exit tol..
Masih banyak proses renovasi",menarik barutempat dekatcdengan exit tolmasih banyak proses renovasi,menarik barutempat dekatcdengan exit tolmasih proses renovasi,"['menarik', 'barutempat', 'dekatcdengan', 'exit', 'tolmasih', 'proses', 'renovasi']",tarik barutempat dekatcdengan exit tolmasih proses renovasi
1,Keren,keren,keren,['keren'],keren
5,Mudah2an makanan yang di jual lebih enak lagi kedepannya,mudah2an makanan yang di jual lebih enak lagi kedepannya,mudah2an makanan jual enak kedepannya,"['mudah2an', 'makanan', 'jual', 'enak', 'kedepannya']",mudah2an makan jual enak depan
5,Cuma km mandi/toilet kurang bnyk,cuma km manditoilet kurang bnyk,km manditoilet bnyk,"['km', 'manditoilet', 'bnyk']",km manditoilet bnyk
5,Tempatnya bagus dan bersih,tempatnya bagus dan bersih,tempatnya bagus bersih,"['tempatnya', 'bagus', 'bersih']",tempat bagus bersih
5,"Kebun binatang dipinggir pantai?????????????? setiap malam minggu ada pertunjukan acrobat prime keren abis sihhhh ini
Htm : weekday 50k (20k voucher makan ditukar di cafe sekitar pantai) ",kebun binatang dipinggir pantai setiap malam minggu ada pertunjukan acrobat prime keren abis sihhhh inihtm  weekday 50k 20k voucher makan ditukar di cafe sekitar pantai ,kebun binatang dipinggir pantai malam minggu pertunjukan acrobat prime keren abis sihhhh inihtm weekday 50k 20k voucher makan ditukar cafe pantai,"['kebun', 'binatang', 'dipinggir', 'pantai', 'malam', 'minggu', 'pertunjukan', 'acrobat', 'prime', 'keren', 'abis', 'sihhhh', 'inihtm', 'weekday', '50k', '20k', 'voucher', 'makan', 'ditukar', 'cafe', 'pantai']",kebun binatang pinggir pantai malam minggu tunjuk acrobat prime keren abis sihhhh inihtm weekday 50k 20k voucher makan tukar cafe pantai
5,"Wkt hari kamis tepatnya pas libur tanggal merah
Maamaseee beserta keluargaaa maen di safari beach...
Menurt mamaseeee tmptnya ckup baguuuussss bangeet.mnikmti suasana pantai... ",wkt hari kamis tepatnya pas libur tanggal merahmaamaseee beserta keluargaaa maen di safari beachmenurt mamaseeee tmptnya ckup baguuuussss bangeetmnikmti suasana pantai ,wkt kamis tepatnya pas libur tanggal merahmaamaseee beserta keluargaaa maen safari beachmenurt mamaseeee tmptnya ckup baguuuussss bangeetmnikmti suasana pantai,"['wkt', 'kamis', 'tepatnya', 'pas', 'libur', 'tanggal', 'merahmaamaseee', 'beserta', 'keluargaaa', 'maen', 'safari', 'beachmenurt', 'mamaseeee', 'tmptnya', 'ckup', 'baguuuussss', 'bangeetmnikmti', 'suasana', 'pantai']",wkt kamis tepat pas libur tanggal merahmaamaseee serta keluargaaa maen safari beachmenurt mamaseeee tmptnya ckup baguuuussss bangeetmnikmti suasana pantai
2,"Tiket masuk terlalu mahal, fasilitas pun masih belum memuaskan",tiket masuk terlalu mahal fasilitas pun masih belum memuaskan,tiket masuk mahal fasilitas memuaskan,"['tiket', 'masuk', 'mahal', 'fasilitas', 'memuaskan']",tiket masuk mahal fasilitas muas
5,"Tempatnya bersih, nyaman, adem
Tp tolong pas pertunjukan lumba-lumba jangan pakai bola yg besar,karna anak saya kena tuh bola yg besar kepalanya.kan lumayan sakit, tolong diperbaiki. ",tempatnya bersih nyaman ademtp tolong pas pertunjukan lumbalumba jangan pakai bola yg besarkarna anak saya kena tuh bola yg besar kepalanyakan lumayan sakit tolong diperbaiki ,tempatnya bersih nyaman ademtp tolong pas pertunjukan lumbalumba pakai bola yg besarkarna anak kena tuh bola yg kepalanyakan lumayan sakit tolong diperbaiki,"['tempatnya', 'bersih', 'nyaman', 'ademtp', 'tolong', 'pas', 'pertunjukan', 'lumbalumba', 'pakai', 'bola', 'yg', 'besarkarna', 'anak', 'kena', 'tuh', 'bola', 'yg', 'kepalanyakan', 'lumayan', 'sakit', 'tolong', 'diperbaiki']",tempat bersih nyaman ademtp tolong pas tunjuk lumbalumba pakai bola yg besarkarna anak kena tuh bola yg kepalanyakan lumayan sakit tolong baik
5,Tempat yang pas buat liburan keluarga,tempat yang pas buat liburan keluarga,pas liburan keluarga,"['pas', 'liburan', 'keluarga']",pas libur keluarga
2,pantai n animals okey....yg ga ok kamar mandi minim susah bgt klo mau k toilet....apalagi klo pas barengan sama yg pd bilas....haduhh....smp2 pd bilas d kran wudhu. klo mau wudhu kudu nunggu.  hrsnya toilet sama kamar mandi utk bilas ,pantai n animals okeyyg ga ok kamar mandi minim susah bgt klo mau k toiletapalagi klo pas barengan sama yg pd bilashaduhhsmp2 pd bilas d kran wudhu klo mau wudhu kudu nunggu  hrsnya toilet sama kamar mandi utk bilas ,pantai n animals okeyyg ga ok kamar mandi minim susah bgt klo k toiletapalagi klo pas barengan yg pd bilashaduhhsmp2 pd bilas d kran wudhu klo wudhu kudu nunggu hrsnya toilet kamar mandi utk bilas,"['pantai', 'n', 'animals', 'okeyyg', 'ga', 'ok', 'kamar', 'mandi', 'minim', 'susah', 'bgt', 'klo', 'k', 'toiletapalagi', 'klo', 'pas', 'barengan', 'yg', 'pd', 'bilashaduhhsmp2', 'pd', 'bilas', 'd', 'kran', 'wudhu', 'klo', 'wudhu', 'kudu', 'nunggu', 'hrsnya', 'toilet', 'kamar', 'mandi', 'utk', 'bilas']",pantai n animals okeyyg ga ok kamar mandi minim susah bgt klo k toiletapalagi klo pas bareng yg pd bilashaduhhsmp2 pd bilas d kran wudhu klo wudhu kudu nunggu hrsnya toilet kamar mandi utk bilas
1,Jangan lagi kesini.. Sumpah ini wisatanya mahal mahal banget. Gak ramah kantong. Serba bayar. Somay aja 40rb gaes..,jangan lagi kesini sumpah ini wisatanya mahal mahal banget gak ramah kantong serba bayar somay aja 40rb gaes,kesini sumpah wisatanya mahal mahal banget gak ramah kantong serba bayar somay aja 40rb gaes,"['kesini', 'sumpah', 'wisatanya', 'mahal', 'mahal', 'banget', 'gak', 'ramah', 'kantong', 'serba', 'bayar', 'somay', 'aja', '40rb', 'gaes']",kesini sumpah wisata mahal mahal banget gak ramah kantong serba bayar somay aja 40rb gaes
4,"Tempat bagus buat edukasi anak anak,pelayanan ramah tempat bersih,nyaman",tempat bagus buat edukasi anak anakpelayanan ramah tempat bersihnyaman,bagus edukasi anak anakpelayanan ramah bersihnyaman,"['bagus', 'edukasi', 'anak', 'anakpelayanan', 'ramah', 'bersihnyaman']",bagus edukasi anak anakpelayanan ramah bersihnyaman
4,Keluarga bahagia,keluarga bahagia,keluarga bahagia,"['keluarga', 'bahagia']",keluarga bahagia
5,"Tempat ramah anak, banyak area petting untuk anak. Aktivitas yang lebih interaktif dengan para tamu.",tempat ramah anak banyak area petting untuk anak aktivitas yang lebih interaktif dengan para tamu,ramah anak area petting anak aktivitas interaktif tamu,"['ramah', 'anak', 'area', 'petting', 'anak', 'aktivitas', 'interaktif', 'tamu']",ramah anak area petting anak aktivitas interaktif tamu
5,"Tidak perlu jauh2 ke Taman Safari Bogor atau pun Prigen, hanya 1,5 jam dari Kota Semarang",tidak perlu jauh2 ke taman safari bogor atau pun prigen hanya 15 jam dari kota semarang,jauh2 taman safari bogor prigen 15 jam kota semarang,"['jauh2', 'taman', 'safari', 'bogor', 'prigen', '15', 'jam', 'kota', 'semarang']",jauh2 taman safari bogor prigen 15 jam kota semarang
4,"Bagus untuk mengisi liburan anak""..",bagus untuk mengisi liburan anak,bagus mengisi liburan anak,"['bagus', 'mengisi', 'liburan', 'anak']",bagus isi libur anak
5,Safari batang tempat asik buat pantai di jateng,safari batang tempat asik buat pantai di jateng,safari batang asik pantai jateng,"['safari', 'batang', 'asik', 'pantai', 'jateng']",safari batang asik pantai jateng
1,Tarif tiketnya terlalu mahal,tarif tiketnya terlalu mahal,tarif tiketnya mahal,"['tarif', 'tiketnya', 'mahal']",tarif tiket mahal
3,Tiketnya mahal ...,tiketnya mahal ,tiketnya mahal,"['tiketnya', 'mahal']",tiket mahal
3,"Tempatnya bagus. Asik buat nyantai dipantai cuma binatangnya gak sesuai ekspektasi, ada satwanya tp tdk banyak. Kesana cuma fokus pertunjukan lumba2 & ngepantai. Kalo gak boleh bawa makanan dari luar setidaknya jangan mahal2 jualannya kl jajan cuma ngandelin kupon doang mana kenyang ?? ",tempatnya bagus asik buat nyantai dipantai cuma binatangnya gak sesuai ekspektasi ada satwanya tp tdk banyak kesana cuma fokus pertunjukan lumba2  ngepantai kalo gak boleh bawa makanan dari luar setidaknya jangan mahal2 jualannya kl jajan cuma ngandelin kupon doang mana kenyang  ,tempatnya bagus asik nyantai dipantai binatangnya gak sesuai ekspektasi satwanya tp tdk kesana fokus pertunjukan lumba2 ngepantai kalo gak bawa makanan mahal2 jualannya kl jajan ngandelin kupon doang kenyang,"['tempatnya', 'bagus', 'asik', 'nyantai', 'dipantai', 'binatangnya', 'gak', 'sesuai', 'ekspektasi', 'satwanya', 'tp', 'tdk', 'kesana', 'fokus', 'pertunjukan', 'lumba2', 'ngepantai', 'kalo', 'gak', 'bawa', 'makanan', 'mahal2', 'jualannya', 'kl', 'jajan', 'ngandelin', 'kupon', 'doang', 'kenyang']",tempat bagus asik nyantai pantai binatang gak sesuai ekspektasi satwa tp tdk kesana fokus tunjuk lumba2 ngepantai kalo gak bawa makan mahal2 jual kl jajan ngandelin kupon doang kenyang
5,Bakalan balik lagi kalo liburan anak2 . Seneng disini . Nyaman . Bs bw pet juga . Krn kita gabisa bw makanan dr luar . Utk harga makanan agak mahal yah . Jd tlg di perbaiki taste dan quality nya . Biar worthy laahh,bakalan balik lagi kalo liburan anak2  seneng disini  nyaman  bs bw pet juga  krn kita gabisa bw makanan dr luar  utk harga makanan agak mahal yah  jd tlg di perbaiki taste dan quality nya  biar worthy laahh,kalo liburan anak2 seneng nyaman bs bw pet krn gabisa bw makanan dr utk harga makanan mahal yah jd tlg perbaiki taste quality nya biar worthy laahh,"['kalo', 'liburan', 'anak2', 'seneng', 'nyaman', 'bs', 'bw', 'pet', 'krn', 'gabisa', 'bw', 'makanan', 'dr', 'utk', 'harga', 'makanan', 'mahal', 'yah', 'jd', 'tlg', 'perbaiki', 'taste', 'quality', 'nya', 'biar', 'worthy', 'laahh']",kalo libur anak2 neng nyaman bs bw pet krn gabisa bw makan dr utk harga makan mahal yah jd tlg baik taste quality nya biar worthy laahh
4,"April 2023.
Harga 40rb (pas foto + dapet file bentuk Compack disk)",april 2023harga 40rb pas foto  dapet file bentuk compack disk,april 2023harga 40rb pas foto dapet file bentuk compack disk,"['april', '2023harga', '40rb', 'pas', 'foto', 'dapet', 'file', 'bentuk', 'compack', 'disk']",april 2023harga 40rb pas foto dapet file bentuk compack disk
4,"Lokasi nya berada di kota Batang, sekitar 10 menit dari alun2 kota Batang atau 30 menit dari kota pekalongan.
Mini zoo yang berada di tepi pantai. Hewan2 yg berada disini antara lain : ",lokasi nya berada di kota batang sekitar 10 menit dari alun2 kota batang atau 30 menit dari kota pekalonganmini zoo yang berada di tepi pantai hewan2 yg berada disini antara lain  ,lokasi nya kota batang 10 menit alun2 kota batang 30 menit kota pekalonganmini zoo tepi pantai hewan2 yg,"['lokasi', 'nya', 'kota', 'batang', '10', 'menit', 'alun2', 'kota', 'batang', '30', 'menit', 'kota', 'pekalonganmini', 'zoo', 'tepi', 'pantai', 'hewan2', 'yg']",lokasi nya kota batang 10 menit alun2 kota batang 30 menit kota pekalonganmini zoo tepi pantai hewan2 yg
5,Anakku senang alhamduliah baru kali ini ke safari beach..kita cuma lihat atraksi dolphin aja..krn anak2 lama juga main di pantainya..,anakku senang alhamduliah baru kali ini ke safari beachkita cuma lihat atraksi dolphin ajakrn anak2 lama juga main di pantainya,anakku senang alhamduliah kali safari beachkita lihat atraksi dolphin ajakrn anak2 main pantainya,"['anakku', 'senang', 'alhamduliah', 'kali', 'safari', 'beachkita', 'lihat', 'atraksi', 'dolphin', 'ajakrn', 'anak2', 'main', 'pantainya']",anak senang alhamduliah kali safari beachkita lihat atraksi dolphin ajakrn anak2 main pantai
5,"pertunjukan lumba2 nya keren, sehari 5x pertunjukan biar enak gak pake antri",pertunjukan lumba2 nya keren sehari 5x pertunjukan biar enak gak pake antri,pertunjukan lumba2 nya keren sehari 5x pertunjukan biar enak gak pake antri,"['pertunjukan', 'lumba2', 'nya', 'keren', 'sehari', '5x', 'pertunjukan', 'biar', 'enak', 'gak', 'pake', 'antri']",tunjuk lumba2 nya keren hari 5x tunjuk biar enak gak pake antri
4,"Kereeeen.. Taman safari dengan konsep yg beda, syg hewannya cuma sedikit, dan mungkin sebaiknya dari hewan dalam aquarium dibuat terbuka bagian atasnya dan lebih luas lg kandangnya",kereeeen taman safari dengan konsep yg beda syg hewannya cuma sedikit dan mungkin sebaiknya dari hewan dalam aquarium dibuat terbuka bagian atasnya dan lebih luas lg kandangnya,kereeeen taman safari konsep yg beda syg hewannya hewan aquarium terbuka atasnya luas lg kandangnya,"['kereeeen', 'taman', 'safari', 'konsep', 'yg', 'beda', 'syg', 'hewannya', 'hewan', 'aquarium', 'terbuka', 'atasnya', 'luas', 'lg', 'kandangnya']",kereeeen taman safari konsep yg beda syg hewan hewan aquarium buka atas luas lg kandang
4,"Terdapat mini zoo di safari beach jateng, hewannya belum terlalu komplit, dan agak gersang. Tapi ok",terdapat mini zoo di safari beach jateng hewannya belum terlalu komplit dan agak gersang tapi ok,mini zoo safari beach jateng hewannya komplit gersang ok,"['mini', 'zoo', 'safari', 'beach', 'jateng', 'hewannya', 'komplit', 'gersang', 'ok']",mini zoo safari beach jateng hewan komplit gersang ok
3,"Tiket masuk lmyn mahal,trus d larang membawa mknan dr luar,tp harga makanan dan minuman di dalam kawasan wisata itu 3kali lipattt dr harga biasanya.lokasinya juga kurang terawat,tp adem sih di pinggir laut juga.",tiket masuk lmyn mahaltrus d larang membawa mknan dr luartp harga makanan dan minuman di dalam kawasan wisata itu 3kali lipattt dr harga biasanyalokasinya juga kurang terawattp adem sih di pinggir laut juga,tiket masuk lmyn mahaltrus d larang membawa mknan dr luartp harga makanan minuman kawasan wisata 3kali lipattt dr harga biasanyalokasinya terawattp adem sih pinggir laut,"['tiket', 'masuk', 'lmyn', 'mahaltrus', 'd', 'larang', 'membawa', 'mknan', 'dr', 'luartp', 'harga', 'makanan', 'minuman', 'kawasan', 'wisata', '3kali', 'lipattt', 'dr', 'harga', 'biasanyalokasinya', 'terawattp', 'adem', 'sih', 'pinggir', 'laut']",tiket masuk lmyn mahaltrus d larang bawa mknan dr luartp harga makan minum kawasan wisata 3kali lipattt dr harga biasanyalokasinya terawattp adem sih pinggir laut
5,"Asyik, menghibur",asyik menghibur,asyik menghibur,"['asyik', 'menghibur']",asyik hibur
5,Buat refersing pinggir laut sambil ngopi jozz,buat refersing pinggir laut sambil ngopi jozz,refersing pinggir laut ngopi jozz,"['refersing', 'pinggir', 'laut', 'ngopi', 'jozz']",refersing pinggir laut ngopi jozz
5,keseluruhan bagus semua..,keseluruhan bagus semua,bagus,['bagus'],bagus
4,"cocok untuk anak"", mereka suka satwa.",cocok untuk anak mereka suka satwa,cocok anak suka satwa,"['cocok', 'anak', 'suka', 'satwa']",cocok anak suka satwa
5,Cocok buat ngopi... ????? ,cocok buat ngopi  ,cocok ngopi,"['cocok', 'ngopi']",cocok ngopi
4,Tempat wisata yang bagus. Meskipun awalnya agak bingung Krn sudah bukan bernama Batang Dolphin Center,tempat wisata yang bagus meskipun awalnya agak bingung krn sudah bukan bernama batang dolphin center,wisata bagus bingung krn bernama batang dolphin center,"['wisata', 'bagus', 'bingung', 'krn', 'bernama', 'batang', 'dolphin', 'center']",wisata bagus bingung krn nama batang dolphin center
3,Harga minumannya agak mahal...,harga minumannya agak mahal,harga minumannya mahal,"['harga', 'minumannya', 'mahal']",harga minum mahal
